"County,State",MedIncome,Population,Value
"Iowa,Wisconsin",48073,23687.0,229500.0
"Iron,Wisconsin",51471,5916.0,179000.0
"Jackson,Wisconsin",46528,20449.0,149900.0
"Jefferson,Wisconsin",46241,83686.0,235000.0
"Juneau,Wisconsin",37898,26664.0,149950.0
"Kenosha,Wisconsin",46874,166426.0,229900.0
"Kewaunee,Wisconsin",46197,20574.0,167450.0
"La Crosse,Wisconsin",50107,114638.0,232500.0
"Lafayette,Wisconsin",43042,16836.0,
"Langlade,Wisconsin",43223,19977.0,143950.0
"Lincoln,Wisconsin",45766,28743.0,159950.0
"Manitowoc,Wisconsin",47675,81442.0,142500.0
"Marathon,Wisconsin",50111,134063.0,169900.0
"Marinette,Wisconsin",44014,41749.0,129900.0
"Marquette,Wisconsin",41182,15404.0,139900.0
"Menominee,Wisconsin",30371,4232.0,
"Milwaukee,Wisconsin",47589,947735.0,170000.0
"Monroe,Wisconsin",41779,44673.0,174950.0
"Oconto,Wisconsin",45609,37660.0,159900.0
"Oneida,Wisconsin",51715,35998.0,199900.0
"Outagamie,Wisconsin",51230,176695.0,209900.0
"Ozaukee,Wisconsin",83992,86395.0,369950.0
"Pepin,Wisconsin",47961,7469.0,
"Pierce,Wisconsin",45936,41019.0,255000.0
"Polk,Wisconsin",46514,44205.0,215000.0
"Portage,Wisconsin",45886,70019.0,194900.0
"Price,Wisconsin",45320,14159.0,119900.0
"Racine,Wisconsin",49749,195408.0,220000.0
"Richland,Wisconsin",43233,18021.0,
"Rock,Wisconsin",44204,160331.0,189000.0
"Rusk,Wisconsin",44199,14755.0,146500.0
"St. Croix,Wisconsin",55543,84345.0,
"Sauk,Wisconsin",48365,61976.0,229900.0
"Sawyer,Wisconsin",45915,16557.0,244900.0
"Shawano,Wisconsin",42290,41949.0,139000.0
"Sheboygan,Wisconsin",52851,115507.0,189900.0
"Taylor,Wisconsin",39051,20689.0,159000.0
"Trempealeau,Wisconsin",44698,28816.0,189900.0
"Vernon,Wisconsin",40356,29773.0,199950.0
"Vilas,Wisconsin",53983,21430.0,269900.0
"Walworth,Wisconsin",50023,102228.0,299500.0
"Washburn,Wisconsin",47218,15911.0,235000.0
"Washington,Wisconsin",58601,131887.0,287900.0
"Waukesha,Wisconsin",72650,389891.0,349900.0
"Waupaca,Wisconsin",45629,52410.0,167000.0
"Waushara,Wisconsin",41204,24496.0,149900.0
"Winnebago,Wisconsin",48101,166994.0,179250.0
"Wood,Wisconsin",46743,74749.0,134900.0
"Albany,Wyoming",40444,36299.0,265000.0
"Big Horn,Wyoming",36903,11668.0,
"Campbell,Wyoming",52824,46133.0,229000.0
"Carbon,Wyoming",58372,15885.0,175900.0
"Converse,Wyoming",55011,13833.0,229925.0
"Crook,Wyoming",46081,7083.0,269900.0
"Fremont,Wyoming",43633,40123.0,225450.0
"Goshen,Wyoming",43348,13249.0,161750.0
"Hot Springs,Wyoming",55232,4812.0,161250.0
"Johnson,Wyoming",51314,8569.0,248000.0
"Laramie,Wyoming",52039,91738.0,296450.0
"Lincoln,Wyoming",43049,18106.0,360000.0
"Natrona,Wyoming",69379,75450.0,216900.0
"Niobrara,Wyoming",51357,2484.0,
"Park,Wyoming",54308,28205.0,350000.0
"Platte,Wyoming",48442,8667.0,190000.0
"Sheridan,Wyoming",58223,29116.0,275000.0
"Sublette,Wyoming",51361,10247.0,260000.0
"Sweetwater,Wyoming",53145,43806.0,235000.0
"Teton,Wyoming",251728,21294.0,1662500.0
"Uinta,Wyoming",40280,21118.0,199900.0
"Washakie,Wyoming",48184,8533.0,154900.0
"Weston,Wyoming",44737,7208.0,182450.0
"Weston,Wyoming",44737,7208.0,182450.0
